time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
0.06,-0.010739022186703837,-0.011879136098277596,10.012112825617173,3.119831590536421,0.38419297559701526,0.0,-0.5835135765447668,-0.5966946487437221,0.04611698134946718,9.637379488938478,-10.799713372004863,0.0
0.12000000000000001,-0.044456481976576034,-0.03771491959699573,9.971593748579892,2.525963426046049,5.320263402376819,0.0,-0.5638182929568277,-0.10285773573348456,-1.3298786222530738,17.803414611117617,-19.254560517359092,0.0
0.18,-0.07331156690507279,-0.04653146984910637,9.863168296298044,1.499405127897468,2.177024211178752,0.0,-0.9564143444894875,-0.3031951218588356,-2.1889923149714807,22.690914140426965,-24.326576130184705,0.0
0.23999999999999996,-0.1652291616408257,-0.08080349562110671,9.723636950029176,4.444748239347774,1.770419668792874,0.0,-2.1212309239191063,-0.5808340202947453,-2.3118301298675847,25.651414018280683,-26.85619908973609,0.0
0.3,-0.3326195121537076,-0.11559993871831441,9.571956915475928,6.282122466710955,0.35560306977808587,0.0,-3.3949803662734586,-0.749647273333576,-2.593894276140366,26.89380276876609,-27.98532388912832,0.0
0.36000000000000004,-0.5394198405992444,-0.1498032510134387,9.433670224071818,1.72510440474597,4.990158255836729,0.0,-3.176730802636705,-0.1785561377307469,-2.217159197149859,27.6308792541691,-28.474990528195256,0.0
0.4200000000000001,-0.6912074457963572,-0.15815519307331694,9.288090484498902,3.402758932433919,3.28382532211128,0.0,-1.9788916653963449,-0.25290530015230656,-2.400204472904357,27.905921393456534,-28.672754359991583,0.0
0.48000000000000015,-0.8164027979905767,-0.15538236088739846,9.158020597883088,5.080569102926173,1.5627112709947202,0.0,-2.504029663046865,0.43190098122006054,-2.2022332514105534,27.99398664623397,-28.759080380279094,0.0
0.5400000000000001,-1.0042976976230944,-0.13460326143321955,9.01875644046036,0.48905240106679493,6.119660367809404,0.0,-3.5762529669657073,0.24132432861490843,-2.150458030419392,28.196565071352726,-28.80090202798933,0.0
0.6000000000000002,-1.2011249032238809,-0.09874523163959092,8.898037039858696,2.190524730470914,4.3912791423683615,0.0,-2.7280998528889917,0.8873930269551575,-2.153643331179609,28.373026907029995,-28.816344799474425,0.0
0.6600000000000003,-1.333477099099152,-0.05467611270382849,8.770206023197332,3.892137456460098,2.6624606639074404,0.0,-1.9473941051596426,0.7186209989250286,-1.8568163743996238,28.29055092262322,-28.80987348019277,0.0
0.7200000000000003,-1.478352682938942,0.009551134231578202,8.658443519885765,5.590653839999817,0.9339460633875101,0.0,-3.050496548077122,1.2107105241389922,-2.0704980093779177,28.326491240205502,-28.806705231752456,0.0
0.7800000000000004,-1.6851563456429386,0.07354481588563455,8.54492740116504,1.0127302584138018,5.488630880851371,0.0,-3.516966334806874,1.175131902140247,-1.575520297172193,28.450665564180095,-28.810933992438,0.0
0.8400000000000004,-1.8608772375895883,0.1597389637905738,8.442679868233622,2.724216004779514,3.75996936691177,0.0,-2.2732845373494652,1.411952166133356,-1.8890698928649183,28.55567808756186,-28.811159667091218,0.0
0.9000000000000005,-1.9854738017415499,0.24172021988905035,8.34622460352354,4.437585064902251,2.032033162550519,0.0,-2.22170980869501,1.606697338919067,-1.354094543589256,28.41897447422958,-28.785401522938557,0.0
0.9600000000000005,-2.15800040118877,0.34487753756081113,8.252850796009708,6.1452383633258805,0.30484553901981837,0.0,-3.4954000745609086,1.56549649908951,-1.6433060702555524,28.488629076935634,-28.78810383190829,0.0
1.0200000000000005,-2.3680172759660993,0.4441214367898925,8.173762540398426,1.576372094448093,4.860463630854408,0.0,-3.1661865265837115,1.965111790055705,-1.1805398781545768,28.602528490048357,-28.801102747068576,0.0
1.0800000000000005,-2.519319177250535,0.5591532383967625,8.092089997723406,3.291715195901702,3.133486126988819,0.0,-2.0193479560236813,1.7131319836881884,-1.3000376347339306,28.534012352385556,-28.76510346647849,0.0
1.1400000000000006,-2.6527860722317644,0.6753792502569587,8.029583459028347,5.0031718700997505,1.4079310415405013,0.0,-2.716777309933609,2.2338497419458365,-1.0649203996910683,28.501952986333954,-28.751758415973278,0.0
1.2000000000000006,-2.8515355964627545,0.7989653594005316,7.960955570326162,0.43287476531764213,5.965604112248316,0.0,-3.679692298530658,1.889145471039932,-0.9297877720666461,28.576781604092155,-28.771698086375473,0.0
1.2600000000000007,-3.049209968619411,0.9300690380351512,7.913343568223303,2.1485804987645274,4.238933821686249,0.0,-2.691510206761765,2.3881081834790345,-0.9359416150131302,28.613092822529907,-28.789424466111143,0.0
1.3200000000000007,-3.1829335864747716,1.0601545140223962,7.861386751758065,3.8648296329725937,2.513479643497009,0.0,-2.060385061497223,2.117027049315763,-0.557095201423444,28.5846628771062,-28.73298408365014,0.0
1.3800000000000008,-3.3385207708911215,1.204100463850032,7.82641804875543,5.580190602470054,0.7894227723565832,0.0,-3.2509589989091405,2.4496853631326485,-0.7831247141122161,28.595567399144613,-28.736325069017248,0.0
1.4400000000000008,-3.5526148246651377,1.340213213043639,7.792705691409688,1.0153244379352913,5.347917836662035,0.0,-3.543561591081647,2.3611024435729653,-0.2365324523804792,28.666615735487664,-28.76290470627438,0.0
1.5000000000000009,-3.7277673665600326,1.4932123301097455,7.769819361204743,2.735084745286727,3.6220080580289835,0.0,-2.276874817871701,2.4468870527649624,-0.5424087031245086,28.655848052338044,-28.768818933570646,0.0
1.560000000000001,-3.857571615773487,1.636742339193186,7.756062287730534,4.454536044154276,1.8987912013209662,0.0,-2.3945749131598153,2.616780210826906,0.007864229410394483,28.659942642376535,-28.691321474315448,0.0
